name,adress,phone,mail,website_url,inventory
Almaden Valley Nursery,"15800 Almaden Expy San Jose, CA 95120",(408) 997-1234,almadenvalleynursery@gmail.com,https://almadenvalleynursery.com/,"['Anchor Bay Bearberry Manzanita', 'Celestial Blue Ceanothus', 'Black Butte Yarrow', 'San Bruno Mountain Manzanita', 'Narrow Leaf Milkweed', 'Elizabeth Bush Anemone', 'Bert Johnson Little Sur Manzanita', 'Spice Bush', 'San Bruno Mountain Bearberry Manzanita', 'Frosty Blue Ceanothus', 'Joyce Coulter Mountain Lilac', 'Lester Rowntree Manzanita', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Calistoga Yarrow', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Leafy Reed Grass', 'Centennial Ceanothus', ""Heart' Desire Mountain Lilac"", 'Howard McMinn Manzanita', 'Compacta Oregon Grape', 'John Dourley Manzanita', 'Pacific Reedgrass', 'Concha Ceanothus', 'California Milkweed', 'Canyon Gray Sagebrush', 'Dr. Hurd Manzanita', 'Tall Oregon Grape', 'Blue Jeans Mountain Lilac', 'Carmel Creeper Ceanothus', 'Dark Star Ceanothus', 'Joan Mirov Mountain Lilac', 'Skylark Mountain Lilac', ""Nevin's Barberry"", 'Green Supreme Manzanita', 'Point Reyes Bearberry Manzanita', 'Foothill Sedge', 'Julia Phelps Mountain Lilac', 'Sentinel Vine Hill Manzanita', 'Blue Ray Ceanothus', 'Showy Milkweed', 'Ray Hartman Ceanothus', ""Louis Edmunds Baker's Manzanita"", ""Wood's Compact Bearberry Manzanita"", 'Bush Anemone', 'Apple Blossom Yarrow', 'Paprika Common Yarrow', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Dwarf Mahonia', ""Palmer's Indian Mallow"", 'California Sagebrush', 'Island Pink Yarrow', 'Rosy Dawn Little Sur Manzanita', 'Big Sur Manzanita', 'St. Helena Manzanita', 'Kurt Zadnik Mountain Lilac', 'Dwarf Coyote Bush', ""Ken Taylor Hooker's Manzanita""]"
Mission Blue Nursery,"3435 Bayshore Blvd Brisbane, California 94005",(415) 467-6631,nursery@mountainwatch.org,http://www.mountainwatch.org/missionbluenursery,
Las Pilitas Nursery,"3232 Las Pilitas Rd Santa Margarita, CA 93453",,penny@laspilitas.com,https://www.laspilitas.com,"['Island Manzanita', 'Bonny Doon Manzanita', 'Common Yarrow', 'Carmel Sur Little Sur Manzanita', 'Franciscan Manzanita', 'San Bruno Mountain Bearberry Manzanita', 'Deer Plant', 'Pointleaf Manzanita', 'Pinkbracted Manzanita', 'Morro Manzanita', 'Yerba Mansa', 'Sierra Columbine', 'Western Serviceberry', 'California Buckeye', 'Sunset Manzanita', 'Big Berry Manzanita', 'Howard McMinn Manzanita', 'Sonoma Manzanita', 'Refugio Manzanita', 'John Dourley Manzanita', 'Box Elder', 'Withered Snapdragon', 'Rainbow Manzanita', 'California Maiden Hair Fern', 'La Purisima Manzanita', 'Sand Mesa Manzanita', 'Desert Agave', 'Big Sur Manzanita', 'Baby Bear Manzanita', ""Eastwood's Brittle-leaf Manzanita"", 'Santa Lucia Manzanita', 'Dr. Hurd Manzanita', 'Pajaro Manzanita', 'Harmony Manzanita', 'Santa Margarita Manzanita', 'Desert Columbine', 'Los Angeles Bigberry Manzanita', 'Point Reyes Bearberry Manzanita', ""Elk's Clover"", 'La Panza Manzanita', 'Bishop Manzanita', 'Sentinel Vine Hill Manzanita', ""Wayside Hooker's Manzanita"", 'Western False Indigo', 'Arroyo de la Cruz Manzanita', ""Louis Edmunds Baker's Manzanita"", 'California False Indigo', 'Western Columbine', 'Del Mar Manzanita', 'Pacific Madrone', 'Parry Manzanita', 'Pacific Mist Manzanita', 'Laguna Mountain Manzanita', 'Island Pink Yarrow', 'Service Berry', 'Mama Bear Manzanita', 'Nettle Leaf Giant Hyssop', 'Ian Bush Manzanita', 'Pecho Manzanita', 'Greenleaf Manzanita']"
Pacific Nurseries,"2499 Hillside Blvd. Colma, CA 94014",(650) 755-2330,sales@pacificnurseries.com,http://www.pacificnurseries.com,"['Black Butte Yarrow', 'Rosa Maria Yarrow', 'Banksianum Maidenhair Fern', 'Narrow Leaf Milkweed', 'Common Yarrow', 'Bert Johnson Little Sur Manzanita', 'Carmel Sur Little Sur Manzanita', 'Franciscan Manzanita', 'Balsam Fir', 'Maidenhair Spleenwort', 'Southern Maiden Hair', 'Morro Manzanita', 'Sonoma Coast Yarrow', 'Whiteleaf Manzanita', 'Purple Three Awn', 'Coyote Bush', 'Western Serviceberry', 'California Buckeye', ""David's Choice Sagebrush"", 'Big Berry Manzanita', 'Common Ladyfern', 'Thrift Seapink', 'Skeleton Milkweed', 'Paradise Pajaro Manzanita', ""Van Houtte's Columbine"", 'Box Elder', 'Warren Roberts Pajaro Manzanita', 'Kinnikinnick', 'Wild Ginger', 'Canyon Gray Sagebrush', 'Vine Maple', 'Mugwort', 'Blue Grama', 'Green Supreme Manzanita', 'Harmony Manzanita', 'Deer Fern', ""Monterey Carpet Hooker's Manzanita"", 'Coastal Agave', 'Point Reyes Bearberry Manzanita', 'Big Leaf Maple', 'Red Alder', 'Harvest Brodiaea', ""Wayside Hooker's Manzanita"", 'Vandenberg Sand Mesa Manzanita', 'Dutchmans Pipe', ""Wood's Compact Bearberry Manzanita"", 'Red Velvet Yarrow', 'Western Columbine', 'Five Finger Fern', 'Pacific Madrone', 'Radiant Bearberry Manzanita', ""Palmer's Indian Mallow"", 'Montara Sagebrush', 'California Sagebrush', 'Island Pink Yarrow', 'Big Sagebrush', 'Big Sur Manzanita', 'St. Helena Manzanita', 'Dwarf Coyote Bush', ""Ken Taylor Hooker's Manzanita""]"
Seedhunt,,,seedhunt@cruzio.com,http://www.seedhunt.com/,"['Spreading Soaproot', 'Blue-eyed Mary', 'Purple Clarkia', 'Ear Drops', 'Elegant Clarkia', 'California Bottle Brush Grass', 'Coastal Tarweed', ""Lemmon's Mustard"", 'Potbellied Spineflower', 'Two Lobed Clarkia', 'Turkish Rugging', 'Blue Dicks', 'Waltham Creek Clarkia', 'Bladderpod', 'Artemisia Leaved Chaenactis', 'Large Flowered Collomia', ""Douglas' Spineflower"", 'San Francisco Collinsia', ""Brewer's Rock Cress"", ""St. Catherine's Lace"", 'San Bernardino Larkspur', ""Brewer's Calandrinia"", 'Redspot Clarkia', 'Farewell To Spring', 'Red-flowered Buckwheat', 'Desert Candle', 'Largeflower Bush Monkeyflower', 'Nude Buckwheat', 'Bush Monkey Flower', ""Davidson's Blue Eyed Mary"", 'Pismo Clarkia', 'Rattlesnake Weed', 'Longstem Buckwheat', 'Yellow Mustard', 'Ruby Chalice Clarkia', 'Purple Chinese Houses', 'Fairy Fans', 'Panicled Willow Herb', ""Parry's Mallow"", 'Blow Wives', 'California Brodiaea', 'Showy Milkweed', 'Dutchmans Pipe', 'California Dandelion', 'Winecup Clarkia', 'Sticky Chinese Houses', 'Coast Onion', 'Streambank Springbeauty', 'Carrizo Fiddleneck', 'Prostrate Clarkia', 'Whitestem Clarkia', 'Cobweb Thistle', 'Rooreh', 'California Buckwheat', 'Clustered Tarweed', 'Pale Western Larkspur', 'Pink Spineflower', 'Scytheleaf Onion', 'Wicker Buckwheat']"
Palos Verdes Peninsula Land Conservancy,"6118 Palos Verdes Drive South Rancho Palos Verdes, CA 90275",(310) 541-7613,info@pvplc.org,https://pvplc.org/plant-sales/,"['Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Deer Plant', 'Great Valley Gumweed', 'Arroyo Willow', 'Mulefat', 'Caterpillar Phacelia', ""Menzies' Goldenbush"", 'Hollyleaf Cherry', 'Coyote Bush', 'Bladderpod', 'Black Sage', 'Blue-eyed Grass', 'Sea Cliff Buckwheat', 'Purple Needlegrass', 'California Aster', 'Purple Sage', 'Laurel Sumac', 'Toyon', 'Mugwort', 'Longleaf Bush Lupine', 'Spiny Rush', 'Brickell Bush', 'Giant Wildrye', 'Baja Desert Thorn', 'Vervain', 'Climbing Penstemon', 'California Poppy', 'Sawtooth Goldenbush', 'Santa Barbara Milk Vetch', 'Desert Wishbone-bush', 'Lemonade Berry', 'Bush Sunflower', 'California Sagebrush', 'California Buckwheat', 'California Fuchsia', 'Coast Live Oak', 'Small Flowered Melica']"
Terra Wild LLC,"Murrieta, CA",,terrawildplants@gmail.com,https://www.terrawildplants.com,"['Big Saltbush', 'Frosty Blue Ceanothus', 'Sand Dune Sedge', 'Joyce Coulter Mountain Lilac', 'Lester Rowntree Manzanita', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Coyote Bush', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Big Berry Manzanita', 'San Diego Sagewort', 'Thrift Seapink', 'Seascale', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', ""Heart' Desire Mountain Lilac"", 'Rusty Slender Sedge', 'Refugio Manzanita', 'John Dourley Manzanita', ""Hearst's Ceanothus"", 'Concha Ceanothus', 'Greenbark Ceanothus', 'California Aster', 'Slough Sedge', 'Blue Jeans Mountain Lilac', 'Dark Star Ceanothus', 'Skylark Mountain Lilac', 'Western Redbud', 'Sierra Blue Mountain Lilac', 'Heartleaf Manzanita', 'Julia Phelps Mountain Lilac', 'Clustered Field Sedge', 'Dutchmans Pipe', 'Arroyo de la Cruz Manzanita', 'Ray Hartman Ceanothus', 'Chamise', 'Shadscale', 'Montara Sagebrush', 'California Sagebrush', 'Wheeler Canyon Mountain Lilac', 'Blue Cascade Ceanothus', 'Big Sagebrush', 'Mountain Mahogany', 'Silver Wormwood']"
find out farms,"4712 Parker Ave Sacramento, CA 95820",(916) 400-3442,findoutfarms@gmail.com,http://findoutfarms.com/pollinatorgardenworks,"['Coffeeberry', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Sulphur Buckwheat', 'Spice Bush', 'Eve Case Coffeeberry', 'Heart Leaf Milkweed', 'Firecracker Showy Island Snapdragon', 'Whiteleaf Manzanita', 'Common Rush', 'Emerald Carpet Manzanita', 'Point Sierra Mountain Lilac', 'Pigeon Point Coyote Brush', 'Coyote Bush', 'Horsetail', 'Golden Berry Toyon', 'California Buckeye', 'Western Goldenrod', ""Palmer's Dudleya"", 'Warriner Lytle Buckwheat', 'Paradise Pajaro Manzanita', ""St. Catherine's Lace"", 'Buckbrush', 'Concha Ceanothus', 'Tiger Lily', 'Bluff Lettuce', 'Idaho Fescue', 'Theodore Payne California Buckwheat', 'Red-flowered Buckwheat', 'California Fescue', 'Tall Oregon Grape', 'Blue Jeans Mountain Lilac', 'Toyon', 'Mugwort', 'Bush Monkey Flower', ""Virgin's Bower"", 'Western Redbud', 'Giant Wildrye', 'Rose Mallow', 'Incense Cedar', 'Yerba Buena', 'Sentinel Vine Hill Manzanita', 'Crevice Alumroot', 'Dutchmans Pipe', 'Western California Coffeeberry', ""Louis Edmunds Baker's Manzanita"", 'Bush Anemone', 'Common Woolly Sunflower', 'Seaside Daisy', 'Scarlet Monkeyflower', 'Pink Honeysuckle', 'Dwarf Mahonia', 'California Sagebrush', 'California Buckwheat', 'Pearly Everlasting', 'Big Sagebrush', 'California Fuchsia', 'Mountain Mahogany', 'Dwarf Coyote Bush']"
"Oaktown Native Plant Nursery, LLC","702 Channing Way Berkeley, CA 94710",(510) 387-9744,oaktown@oaktownnursery.com,https://www.oaktownnursery.com,"['Narrow Leaf Milkweed', 'Common Manzanita', 'Common Yarrow', 'Spice Bush', 'Indianhemp Dogbane', 'Deer Plant', 'Sand Dune Sedge', 'Mulefat', 'Southern Maiden Hair', 'Whiteleaf Manzanita', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Thingrass', 'Coyote Bush', 'Western Serviceberry', 'California Buckeye', 'Common Ladyfern', 'Leafy Reed Grass', 'Round Fruit Sedge', 'Thrift Seapink', 'Pacific Manzanita', 'Saltmarsh Baccharis', 'Western Houndstongue', 'Pacific Reedgrass', ""Hearst's Ceanothus"", 'Wild Ginger', 'Tall Oregon Grape', 'Dark Star Ceanothus', 'Pajaro Manzanita', 'Mugwort', 'Hairy Ceanothus', 'Brook Foam', 'Deer Fern', 'Vine Hill Manzanita', 'Big Leaf Maple', 'Beach Primrose', 'White Alder', 'Harvest Brodiaea', 'Sentinel Vine Hill Manzanita', 'Snowball Monterey Ceanothus', 'Clustered Field Sedge', 'Showy Milkweed', 'Woolly Angelica', 'Ray Hartman Ceanothus', 'Bush Anemone', 'Coast Onion', 'Western Columbine', 'Pacific Madrone', 'Tilden Park Ceanothus', 'Blueblossom Ceanothus', 'Monterey Ceanothus', 'Pacific Mist Manzanita', ""Palmer's Indian Mallow"", 'California Sagebrush', 'Valley Sedge', 'Big Sagebrush', 'Blue Grama', 'Woodland Madia', 'Dwarf Coyote Bush', 'Argentinian Biddy Biddy']"
Riverside-Corona Resource Conservation District,"4500 Glenwood Dr. Riverside, CA 92501",(951) 683-7691,llc@rcrcd.org,http://www.rcrcd.org,"['Fuchsiaflower Gooseberry', 'Narrow Leaf Milkweed', 'Deergrass', 'Santa Cruz Island Buckwheat', 'Hollyleaf Cherry', 'Hairy Yerba Santa', 'California Wildrose', 'Fragrant Pitcher Sage', 'Common Tidy Tips', 'Bladderpod', 'Coast Live Oak', 'Black Elderberry', 'White Sage', 'Foothill Needlegrass', 'California Goldfields', 'Hollyleaf Redberry', 'Western Sycamore', 'Purple Needlegrass', 'Small Leaved Clematis', 'Island Alum Root', 'Giant Wildrye', 'Sacred Datura', 'Yellow Bush Penstemon', 'Climbing Penstemon', 'Prairie Flax', 'Western Columbine', 'California Buckwheat', 'Spiny Redberry', 'Hummingbird Sage', 'Blue Grama', 'Small Flowered Melica']"
ENC Tucker Wildlife Sanctuary,"29322 Modjeska Canyon Rd. Silverado, California 92676",(949) 645-8489,lori@encenter.org,http://encenter.org,"['Fuchsiaflower Gooseberry', 'Coffeeberry', 'Coyote Bush', 'Bladderpod', 'Scrub Oak', 'Black Sage', 'Sea Cliff Buckwheat', 'Small Leaved Rose', 'Island Snapdragon', 'White Sage', 'San Clemente Island Bushmallow', 'Purple Sage', 'Western Sycamore', ""Coulter's Matilija Poppy"", 'Blue Elderberry', 'Toyon', 'Chaparral Yucca', 'Cleveland Sage', 'Desert Wishbone-bush', 'Lemonade Berry', 'Chamise', 'Meadow Rue', 'Catalina Currant', 'California Sagebrush', 'California Fuchsia', 'Mountain Mahogany']"
Greenbelt Growers Inc,"9820 Dufferin Ave Riverside, CA 92503",(951) 688-4091,sales@greenbeltgrowers.com,https://www.greenbeltgrowers.com/,"['Common Yarrow', 'Tufted Hairgrass', 'Sand Dune Sedge', 'Deergrass', 'Common Rush', 'Purple Three Awn', 'Red Fescue', 'Big Sacaton', 'Leafy Reed Grass', 'Blue-eyed Grass', 'Pacific Reedgrass', 'Idaho Fescue', 'Side Oats Grama', 'California Fescue', 'Alkali Sacaton', 'Bamboo Muhly', 'Foothill Sedge', 'Creeping Wild Rye', 'Clustered Field Sedge', 'Blue Grama']"
El Nativo Growers,"200 S. Peckam Road Azusa, CA 91702",(626) 969-8449,info@elnativogrowers.com,http://elnativogrowers.com,"['Big Saltbush', 'Common Yarrow', 'Astral Rose Yarrow', 'Spice Bush', 'Broom Baccharis', 'Frosty Blue Ceanothus', 'Sand Dune Sedge', 'Chaparral Whitethorn', 'Yankee Point Carmel Ceanothus', 'Purple Three Awn', 'Sonoma Coast Yarrow', 'Emerald Carpet Manzanita', 'Yerba Mansa', 'Point Sierra Mountain Lilac', 'Valley Violet Mountain Lilac', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Howard McMinn Manzanita', 'Prostrate Coyote Brush', 'John Dourley Manzanita', 'Saltmarsh Baccharis', 'Red fairyduster', 'Owlswood Blue Ceanothus', 'Buckbrush', 'Concha Ceanothus', ""Hearst's Ceanothus"", 'Canyon Gray Sagebrush', 'Tall Oregon Grape', 'Joan Mirov Mountain Lilac', 'Mugwort', 'Skylark Mountain Lilac', 'Popcorn Mountain Lilac', 'Harmony Manzanita', 'Hoaryleaf Ceanothus', 'Point Reyes Bearberry Manzanita', 'Foothill Sedge', 'Julia Phelps Mountain Lilac', 'Kurt Zadnik Carmel Ceanothus', 'Sentinel Vine Hill Manzanita', 'Snowball Monterey Ceanothus', ""Wayside Hooker's Manzanita"", 'Clustered Field Sedge', 'Ray Hartman Ceanothus', ""Louis Edmunds Baker's Manzanita"", 'Anchor Bay Mountain Lilac', 'Shadscale', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Coyote Brush', 'Big Pod Ceanothus', 'California Sagebrush', 'Blue Grama']"
Environmental Nature Center,"1601 E 16th St Newport Beach, California 92663",(949) 645-8489,lori@encenter.org,http://encenter.org,"['Sugar Bush', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Black Twinberry', 'Deer Plant', 'Woodland Strawberry', 'Southern Maiden Hair', ""Menzies' Goldenbush"", 'San Diego Povertyweed', 'Hollyleaf Cherry', 'Coyote Bush', 'Chaparral Clematis', 'Coast Live Oak', 'Scrub Oak', 'Red Monardella', 'Blue-eyed Grass', 'Sea Cliff Buckwheat', 'Golden Currant', 'Greenbark Ceanothus', 'San Clemente Island Bushmallow', 'California Aster', 'Laurel Sumac', 'Beach Strawberry', 'Toyon', 'Beach Bur', 'Thickleaf Yerba Santa', 'California Matchweed', 'Sawtooth Goldenbush', 'Desert Wishbone-bush', 'Lemonade Berry', 'Shadscale', ""Palmer's Goldenbush"", 'California Copperleaf', 'Mock Orange', 'Catalina Currant', 'California Sagebrush', 'California Buckwheat', 'Western Hackberry', 'Mountain Mahogany']"
Capitol Wholesale Nursery,"2938 Everdale Drive San Jose, California 95148",(408) 239-0589,cwnsales@gmail.com,http://capitolwholesalenursery.net,"['Glossy Leaved Manzanita', 'Narrow Leaf Milkweed', 'Common Manzanita', 'Big Saltbush', 'Common Yarrow', ""Baker's Manzanita"", 'Fairyduster', 'Coast Rockcress', 'Spice Bush', 'Balsam Fir', 'Mulefat', 'Morro Manzanita', 'Yerba Mansa', 'Coyote Bush', 'Western Serviceberry', 'California Buckeye', 'Leafy Reed Grass', 'Sandmat Manzanita', 'Thrift Seapink', 'Skeleton Milkweed', 'Refugio Manzanita', 'Box Elder', 'Saltmarsh Baccharis', 'Pacific Reedgrass', 'La Purisima Manzanita', 'Sand Mesa Manzanita', 'Wild Ginger', 'Desert Agave', 'One Leaf Onion', 'Wild Marigold', 'Butterfly Mariposa', 'Pajaro Manzanita', 'Wild Tarragon', 'Vine Maple', 'Mugwort', ""Nevin's Barberry"", 'Island Morning Glory', 'Deer Fern', 'Little Sur Manzanita', 'Vine Hill Manzanita', 'Dune Sagewort', 'Incense Cedar', 'Big Leaf Maple', ""Elk's Clover"", 'White Alder', 'Quailbush', 'Coast Morning Glory', 'Showy Milkweed', 'Dutchmans Pipe', 'Round Leaf Harebell', 'Western Columbine', 'Pacific Madrone', ""Palmer's Indian Mallow"", 'California Sagebrush', 'Valley Sedge', 'Coast Barberry', 'Big Sagebrush', 'Blue Grama', 'Silver Wormwood', ""Hooker's Manzanita""]"
San Marcos Growers,"125 S San Marcos Rd Santa Barbara, CA 93111",(805) 683-1561,sales@smgrowers.com,http://www.smgrowers.com,"['Narrow Leaf Milkweed', 'Golden Abundance Oregon Grape', 'Sierra Salmon California Fuchsia', 'Elizabeth Bush Anemone', 'Ken Taylor Flannelbush', 'White Mugwort', 'Joyce Coulter Mountain Lilac', 'California Glory Flannel Bush', 'Yankee Point Carmel Ceanothus', 'Emerald Carpet Manzanita', 'Point Sierra Mountain Lilac', 'Carmel Ceanothus', 'Bladderpod', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Naomi Big Salt Bush', 'Leafy Reed Grass', 'Centennial Ceanothus', 'Conejo Buckwheat', 'Howard McMinn Manzanita', ""Bowman's #1 California Fuchsia"", 'Warriner Lytle Buckwheat', 'Rusty Slender Sedge', ""St. Catherine's Lace"", 'John Dourley Manzanita', 'River House Blues California Fescue', ""Hearst's Ceanothus"", 'Desert Lavender', 'Concha Ceanothus', 'Monterey Cypress', 'Silver Carpet Aster', 'Canyon Gray Sagebrush', 'Red-flowered Buckwheat', 'Mexican Flannelbush', 'Dr. Hurd Manzanita', 'Dark Star Ceanothus', 'Firecracker Snapdragon', ""Nevin's Barberry"", 'Bountiful Seaside Daisy', 'Channel Islands Tree Poppy', 'Evie Silktassel', 'Western Redbud', 'Coastal Agave', 'Beach Aster Cape Sebastian', 'Desert Willow', 'Chalk Dudleya', 'Clustered Field Sedge', 'Showy Milkweed', 'Sea Breeze Seaside Daisy', 'Ray Hartman Ceanothus', 'Bush Anemone', 'Snow Flurry Mountain Lilac', 'Anchor Bay Mountain Lilac', 'Dwarf Mahonia', 'Pacific Mist Manzanita', ""Palmer's Indian Mallow"", 'Seaside Woolly Sunflower', 'Island Pink Yarrow']"
Nature's Seed,"1697 W 2100 N Lehi, Utah 84043",801-701-9446,customercare@naturesseed.com,https://www.naturesseed.com/california-seeds/,"['Narrow Leaf Milkweed', 'Purple Clarkia', 'Red Maids', 'Elegant Clarkia', 'Deer Plant', 'Cattle Saltbush', 'Thingrass', ""Menzies' Fiddleneck"", 'Farewell To Spring', 'California Brome Grass', 'Spike Bentgrass', 'Wild Marigold', 'Side Oats Grama', 'Red Ribbons', 'Showy Milkweed', 'Arrow Leaved Balsam Root', ""Purple Owl's Clover"", 'Shadscale', 'Hairy Sand Verbena', 'California Sagebrush', ""Tracy's Clarkia"", 'Blue Grama']"
Central Coast Wilds,"336A Golf Club Drive Santa Cruz, California 95060",(831) 459-0655,sales@centralcoastwilds.com,http://centralcoastwilds.com,
Growing Works Nursery,"1736 S. Lewis Rd. Camarillo, California 93012",(805) 586-9900,growingworkssales@turningpointfoundation.org,http://www.growingworks.org,"['Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Carmel Sur Little Sur Manzanita', 'Spice Bush', 'Deer Plant', 'Sand Dune Sedge', 'Mulefat', 'Cane Bluestem', 'Emerald Carpet Manzanita', 'Channel Islands Silver-lotus', 'Yerba Mansa', 'Purple Three Awn', 'Coyote Bush', 'California Buckeye', ""David's Choice Sagebrush"", 'Sunset Manzanita', 'Big Berry Manzanita', 'Common Ladyfern', 'Leafy Reed Grass', 'Howard McMinn Manzanita', 'Paradise Pajaro Manzanita', 'Rosy Pussytoes', 'Withered Snapdragon', 'California Milkweed', 'Side Oats Grama', 'Dr. Hurd Manzanita', 'Wild Marigold', 'California Brome Grass', 'Ghostly Manzanita', 'Mugwort', 'Green Supreme Manzanita', 'Woollypod Milkweed', 'Harmony Manzanita', 'Deer Fern', 'Vine Hill Manzanita', 'Point Reyes Bearberry Manzanita', 'Incense Cedar', 'Beach Primrose', 'White Alder', 'Sentinel Vine Hill Manzanita', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', 'California Brodiaea', 'San Gabriel Manzanita', 'Dutchmans Pipe', ""Louis Edmunds Baker's Manzanita"", 'Chamise', 'Western Columbine', 'Paprika Common Yarrow', 'Radiant Bearberry Manzanita', 'Pacific Mist Manzanita', 'Woolly Milkweed', 'California Sagebrush', 'Valley Sedge', 'Island Pink Yarrow', 'Pearly Everlasting', 'Big Sagebrush', 'Blue Grama', ""Ken Taylor Hooker's Manzanita""]"
Plant Foundry Nursery & Store,"3500 Broadway Sacramento, CA 95817",(916) 917-5787,info@plantfoundry.com,https://www.plantfoundry.com/,
Home Ground Habitats,"1875 Indian Valley Road Novato, California 94947",(707) 787-4183,info@homegroundhabitats.org,http://www.homegroundhabitats.org,"['Coffeeberry', 'Narrow Leaf Milkweed', 'Big Saltbush', 'Common Yarrow', 'Spice Bush', 'Creek Dogwood', 'Frosty Blue Ceanothus', 'Great Valley Gumweed', 'Santa Cruz Island Buckwheat', 'Mulefat', 'California Buttonbush', 'Point Sierra Mountain Lilac', 'Valley Violet Mountain Lilac', 'Coyote Bush', 'California Buckeye', 'Western Goldenrod', 'Sneezeweed', 'Live-forever Selection', ""Van Houtte's Columbine"", 'Point Reyes Ceanothus', 'Soap Plant', ""St. Catherine's Lace"", 'Box Elder', 'San Diego Sedge', 'Kinnikinnick', 'Island Snapdragon', 'Vanilla Grass', 'California Fescue', 'Blue Jeans Mountain Lilac', 'Toyon', 'Chaparral Yucca', 'Popcorn Mountain Lilac', 'Skylark Mountain Lilac', 'Bush Monkey Flower', ""Nevin's Barberry"", 'Island Alum Root', 'Little Sur Manzanita', 'Vine Hill Manzanita', 'Sacred Datura', 'Yerba Buena', 'Foothill Sedge', 'Showy Milkweed', 'Seep Monkey Flower', 'Dutchmans Pipe', 'Bush Anemone', 'Monterey Manzanita', 'Anchor Bay Mountain Lilac', 'Common Woolly Sunflower', 'Blueblossom Ceanothus', 'Beaked Hazelnut', 'Seaside Daisy', 'Scarlet Monkeyflower', 'Gumweed', 'Monterey Ceanothus', 'Cobweb Thistle', 'California Sagebrush', 'California Buckwheat', 'Coast Silktassel', 'California Fuchsia', ""Hooker's Manzanita""]"
The Blue Oak,"35211 Hwy 190 PO BOX 1188, Springville, CA 93265",(559) 206-7175,info@theblueoaknursery.com,https://theblueoaknursery.com,"['Fuchsiaflower Gooseberry', 'Narrow Leaf Milkweed', 'Valley Oak', 'Big Saltbush', 'Common Yarrow', 'California Wax Myrtle', 'Great Valley Gumweed', 'Deergrass', 'Mulefat', 'Lester Rowntree Manzanita', 'Woodland Strawberry', 'Low Bush Monkeyflower', 'Coyote Bush', 'Bladderpod', 'Brittlebush', 'California Buckeye', 'Black Sage', 'Paradise Pajaro Manzanita', 'Velvet Ash', 'Soap Plant', 'Red Willow', 'California Blackberry', 'Common Lippia', 'White Sage', 'Western Sycamore', ""Dara's Choice Sage"", 'Wild Marigold', 'Dr. Hurd Manzanita', 'Toyon', 'Interior Live Oak', ""Bee's Bliss Sage"", 'Terra Seca Sage', 'Margarita BOP Penstemon', ""Shirley's Creeper Sage"", 'San Antonio Hills Monardella', 'La Gloria Ca Fuchsia', 'Western Redbud', 'Fremont Cottonwood', 'Rock Gooseberry', 'Blue Oak', 'Big Leaf Maple', ""Wayside Hooker's Manzanita"", 'Showy Milkweed', 'Pozo Blue Sage', 'Shadscale', 'Gaping Keckiella', 'Pacific Mist Manzanita', 'California Buckwheat', 'Hummingbird Sage', 'California Fuchsia', 'Coast Live Oak']"
